ESD Code,ESD Name,District-County Code,District name,School Code,School name,Lowest Grade,Highest Grade,Physical AddressLine1,Physical City,Physical State,Physical ZipCode,phone,School Type
32801,Educational Service District 101,32356,Central Valley School District,3573,Greenacres Middle School,6,8,17409 E. Sprague Ave.,Greenacres,Washington,99016-8547,(509)228-4860,Public School
11801,Educational Service District 123,36402,Prescott School District,3574,Prescott Elementary School,K ,6,207 SOUTH A ST,PRESCOTT,Washington,99348-0065,,Public School
11801,Educational Service District 123,36402,Prescott School District,3575,Prescott Jr Sr High,7,12,207 SOUTH A ST,PRESCOTT,Washington,99348-0065,509.849.2217,Public School
29801,Northwest Educational Service District 189,37501,Bellingham School District,3576,Sehome High School,9,12,2700 Bill McDonald Pkwy,Bellingham,Washington,98225-5909,360.676.6481,Public School
6801,Educational Service District 112,8458,Kelso School District,3578,Beacon Hill Elementary,K ,5,257 Alpha Dr,Longview,Washington,98632-0000,360.501.1450,Public School
32801,Educational Service District 101,10309,Republic School District,3579,Republic Senior High School,9,12,30306 HIGHWAY 20 E,REPUBLIC,Washington,99166-0000,509.775.3171,Public School
34801,Educational Service District 113,14077,Taholah School District,3580,Taholah High School,9,12,600 CHITWHIN DR,TAHOLAH,Washington,98587-0249,360.276.4780,Public School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,3581,Wing Luke Elementary School,K ,5,3701 S KENYON ST,SEATTLE,Washington,98118-4252,206.252.7630,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3582,Valhalla Elementary School,PK,5,27847 42ND AV S,AUBURN,Washington,98001-1120,253.945.4300,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3583,Wildwood Elementary School,PK,5,2405 S 300TH ST,FEDERAL WAY,Washington,98003-4225,253.945.4400,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3584,Thomas Jefferson High School,9,12,4248 S 288TH ST,AUBURN,Washington,98001-2820,253.945.5600,Public School
17801,Puget Sound Educational Service District 121,17216,Enumclaw School District,3585,Westwood Elementary School,PK,5,21200 SE 416th,Enumclaw,Washington,98022-9099,(360) 802-7624,Public School
17801,Puget Sound Educational Service District 121,17403,Renton School District,3586,Maplewood Heights Elementary School,K ,5,130 JERICHO AVE,RENTON,Washington,98059,425.204.4750,Public School
17801,Puget Sound Educational Service District 121,17403,Renton School District,3587,Benson Hill Elementary School,K ,5,18665 116TH AVE SE,RENTON,Washington,98058-7198,425.204.3308,Public School
17801,Puget Sound Educational Service District 121,17403,Renton School District,3587,Benson Hill Elementary School,K ,5,18665 116TH AVE SE,RENTON,Washington,98058-7198,425.204.3300,Public School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3588,Interlake Senior High School,9,12,16245 NE 24th Street,Bellevue,Washington,98008-2492,425.456.7200,Public School
17801,Puget Sound Educational Service District 121,17409,Tahoma School District,3589,Shadow Lake Elementary,PK,5,22620 Sweeney Road SE,Maple Valley,Washington,98038-6416,425.413.6101,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3590,Finn Hill Junior High School,7,9,8040 NE 132nd ST,Kirkland,Washington,98034-2522,425.821.6544,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3591,Franklin Elementary,K ,6,12434 NE 60th,Kirkland,Washington,98033-8722,425.882.7460,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3592,Bell Elementary,K ,6,11212 NE 112TH,Kirkland,Washington,98033-4520,425.936.2510,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3593,Pine Tree Elementary School,K ,6,27825 118th Ave SE,Kent,Washington,98030-8778,253.373.7687,Public School
18801,Olympic Educational Service District 114,18401,Central Kitsap School District,3594,Jackson Park Elementary,K ,6,2900 AUSTIN DR,BREMERTON,Washington,98312-0000,360.662.9002,Public School
39801,Educational Service District 105,19401,Ellensburg School District,3596,Mt. Stuart Elementary,K ,5,705 W. 15th,Ellensburg,Washington,98926-0000,509.925.8404,Public School
39801,Educational Service District 105,19401,Ellensburg School District,3596,Mt. Stuart Elementary,K ,5,705 W. 15th,Ellensburg,Washington,98926-0000,509.925.8400,Public School
34801,Educational Service District 113,21232,Winlock School District,3597,Winlock Senior High,9,12,241 NORTH MILITARY ROAD,WINLOCK,Washington,98596-0000,360.785.3537,Public School
6801,Educational Service District 112,25155,Naselle-Grays River Valley School District,3599,Naselle Youth Camp School,7,12,11-S YOUTH CAMP LANE,NASELLE,Washington,98638-8600,360.484.3269 ext.249,Institution
17801,Puget Sound Educational Service District 121,27083,University Place School District,3600,Curtis Senior High,10,12,8425 40TH W,UNIVERSITY PLACE,Washington,98466-0000,(253) 566-5710,Public School
17801,Puget Sound Educational Service District 121,27083,University Place School District,3601,Sunset Primary,K ,4,4523 97TH AVE W,UNIVERSITY PLACE,Washington,98466-0000,253.566.5640,Public School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,3602,Lochburn Middle School,6,8,5431 Steilacoom Blvd SW,Lakewood,Washington,98499-3122,(253) 583-5420,Public School
29801,Northwest Educational Service District 189,29100,Burlington-Edison School District,3603,Allen Elementary,K ,8,17145 COOK ROAD,BOW,Washington,98232-9797,360.757.3352,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3605,Sherwood Elementary,K ,6,22901 106TH AVE W,EDMONDS,Washington,98020-5199,(425) 431-7460,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3606,Edmonds Elementary,K ,6,1215 OLYMPIC AVENUE,EDMONDS,Washington,98020-2515,425.431.7374,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3607,Hazelwood Elementary,K ,6,3300 204TH ST SW,LYNNWOOD,Washington,98036-6899,425.431.7884,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3608,Oak Heights Elementary,K ,6,15500 18TH AVE W,LYNNWOOD,Washington,98037-8799,425.431.7744,Public School
29801,Northwest Educational Service District 189,31330,Darrington School District,3609,Darrington Elementary School,PK,6,1075 FIR STREET,DARRINGTON,Washington,98241-0027,360.436.1313,Public School
32801,Educational Service District 101,32360,Cheney School District,3610,Cheney High School,9,12,460 N SIXTH ST,CHENEY,Washington,99004-2297,(509) 559-4001,Public School
34801,Educational Service District 113,34003,North Thurston Public Schools,3611,Nisqually Middle School,7,8,8100 Steilacoom Rd SE,Lacey,Washington,98503-1998,(360) 412-4770,Public School
34801,Educational Service District 113,34033,Tumwater School District,3612,Tumwater Middle School,7,8,6335 Littlerock Road SW,Tumwater,Washington,98512-0000,360.709.7500,Public School
11801,Educational Service District 123,36400,Columbia (Walla Walla) School District,3613,Columbia Elementary,K ,5,977 Maple Street,BURBANK,Washington,99323-0000,509.547.9393,Public School
32801,Educational Service District 101,38267,Pullman School District,3614,Sunnyside Elementary,PK,5,425 SW Shirley,Pullman,Washington,99163-2763,509.334.1800,Public School
39801,Educational Service District 105,39007,Yakima School District,3615,Lewis & Clark Middle School,6,8,1114 W Pierce St,Yakima,Washington,98902-5823,509.573.2201,Public School
11801,Educational Service District 123,2250,Clarkston School District,3616,Special Services,PK,12,1294 Chestnut St,Clarkston,Washington,99403-0070,509.758.2531,Special Education School
11801,Educational Service District 123,2250,Clarkston School District,3616,Special Services,PK,12,1294 Chestnut St,Clarkston,Washington,99403-0070,509.758.2531,Special Education School
6801,Educational Service District 112,6098,Hockinson School District,3617,Hockinson Heights Intermediate,3,5,19912 NE 164 ST,BRUSH PRAIRIE,Washington,98606-0000,360.448.6430,Public School
6801,Educational Service District 112,6114,Evergreen School District (Clark),3618,Marrion Elementary School,K ,5,10119 NE 14th Street,Vancouver,Washington,98664-3003,360.604.6825,Public School
39801,Educational Service District 105,13160,Royal School District,3620,Royal Middle School,6,8,921 Ahlers Road,Royal City,Washington,99357-0486,(509) 346-2268,Public School
34801,Educational Service District 113,14028,Hoquiam School District,3621,Lincoln Elementary,PK,3,700 Wood,Hoquiam,Washington,98550-0000,360.538.8255,Public School
34801,Educational Service District 113,14028,Hoquiam School District,3622,Hoquiam High School,9,12,501 W. Emerson,Hoquiam,Washington,98550-0000,(360) 538-8215,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3625,Nautilus K-8 School,K ,8,1000 S 289TH ST,FEDERAL WAY,Washington,98003-8256,253.945.3400,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3626,Sacajawea Middle School,6,8,1101 S DASH POINT RD,FEDERAL WAY,Washington,98003-3735,253.945.4900,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3627,Mark Twain Elementary School,PK,5,2450 S STAR LAKE RD,FEDERAL WAY,Washington,98003-6977,253.945.3100,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3628,Twin Lakes Elementary School,PK,5,4400 SW 320TH ST,FEDERAL WAY,Washington,98023-2426,253.945.4200,Public School
17801,Puget Sound Educational Service District 121,17403,Renton School District,3630,Hazen Senior High School,9,12,1101 HOQUIAM AVE NE,RENTON,Washington,98059-4314,425.204.4208,Public School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3631,Odle Middle School,6,8,14401 NE 8th Street,Bellevue,Washington,98007-4125,425.456.6600,Public School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3633,Ardmore Elementary School,K ,5,16616 NE 32nd St.,Bellevue,Washington,98008-2006,425.456.4700,Public School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3634,Spiritridge Elementary School,K ,5,16401 SE 24th Street,Bellevue,Washington,98008-5499,425.456.5900,Public School
17801,Puget Sound Educational Service District 121,17406,Tukwila School District,3635,Thorndyke Elementary,PK,5,4415 S 150TH ST,SEATTLE,Washington,98188-0000,206.901.7605,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3636,Maywood Middle School,6,8,14490 168TH AVE SE,RENTON,Washington,98059-7951,425.837.6900,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3637,Maple Hills Elementary,K ,5,15644 204TH AVE SE,RENTON,Washington,98059-5018,425.837.5100,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3640,Kentridge High School,9,12,12430 SE 208th ST,Kent,Washington,98031-2231,(253) 373-7345,Public School
18801,Olympic Educational Service District 114,18100,Bremerton School District,3641,Armin Jahr Elementary,K ,5,800 Dibb Street,Bremerton,Washington,98310-2777,360.473.4100,Public School
6801,Educational Service District 112,20406,Lyle School District,3643,Lyle Middle School,7,8,625 Keasey Avenue,Lyle,Washington,98635-0000,(509) 365-2211,Public School
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,3645,Gov John Rogers High School,10,12,12801 86th Ave E,Puyallup,Washington,98373-5454,253.841.8717,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,3646,Boze,PK,5,1140 E 65th St,Tacoma,Washington,98404-0000,253.571.4688,Public School
17801,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,3648,Washington High School,9,12,12420 Ainsworth Ave S,Tacoma,Washington,98444-2398,253.298.3000,Public School
17801,Puget Sound Educational Service District 121,27403,Bethel School District,3649,Chester H Thompson Elementary,K ,6,15605 B Street East,Tacoma,Washington,98445-1199,(253) 683-5800,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3650,Brier Terrace Middle School,7,8,22200 BRIER ROAD,BRIER,Washington,98036-8099,425.431.7834,Public School
29801,Northwest Educational Service District 189,31025,Marysville School District,3651,Pinewood Elementary,K ,5,5115 84th ST NE,Marysville,Washington,98270-3545,(360) 657-6858,Public School
34801,Educational Service District 113,34003,North Thurston Public Schools,3653,Lacey Elementary,K ,6,1800 Homann Dr SE,Lacey,Washington,98503-2844,(360) 412-4650,Public School
6801,Educational Service District 112,8122,Longview School District,3658,Mint Valley Elementary,K ,5,2745 38th Avenue,Longview,Washington,98632-4721,360.575.7581,Public School
4801,North Central Educational Service District 171,9206,Eastmont School District,3659,Cascade Elementary,K ,4,2330 N. Baker Ave.,East Wenatchee,Washington,98802-4019,509.884.0523,Public School
34801,Educational Service District 113,14066,Montesano School District,3661,Beacon Avenue Elementary School,PK,3,1717 East Beacon Avenue,Montesano,Washington,98563-9755,249-4528,Public School
